"","Date","Price","Open","High","Low","Vol.","Return"
"330",2022-05-22,2681,"3,369.00","3,369.00","2,681.00",NA,-19.83
"331",2022-05-29,2633,"2,571.00","2,633.00","2,566.00",NA,-1.79
"332",2022-06-05,2320,"2,560.00","2,560.00","2,320.00",NA,-11.89
"333",2022-06-12,2578,"2,260.00","2,578.00","2,260.00",NA,11.12
"334",2022-06-19,2331,"2,596.00","2,596.00","2,331.00",NA,-9.58
"335",2022-06-26,2214,"2,295.00","2,295.00","2,186.00",NA,-5.02
"336",2022-07-03,2067,"2,159.00","2,159.00","2,043.00",NA,-6.64
"337",2022-07-10,2150,"2,081.00","2,150.00","2,002.00",NA,4.02
"338",2022-07-17,2146,"2,162.00","2,162.00","2,113.00",NA,-0.19
"339",2022-07-24,1895,"2,114.00","2,114.00","1,895.00",NA,-11.7
"340",2022-07-31,1560,"1,872.00","1,872.00","1,560.00",NA,-17.68
"341",2022-08-07,1477,"1,566.00","1,592.00","1,477.00",NA,-5.32
"342",2022-08-14,1279,"1,404.00","1,404.00","1,279.00",NA,-13.41
"343",2022-08-21,1082,"1,270.00","1,271.00","1,082.00",NA,-15.4
"344",2022-08-28,1086,"1,017.00","1,086.00","965.00",NA,0.37
"345",2022-09-04,1213,"1,133.00","1,133.00","1,133.00",NA,11.69
"346",2022-09-11,1553,"1,256.00","1,256.00","1,256.00",NA,28.03
"347",2022-09-18,1816,"1,729.00","1,729.00","1,729.00",NA,16.93
"348",2022-09-25,1760,"1,813.00","1,813.00","1,813.00",NA,-3.08
"349",2022-10-02,1961,"1,788.00","1,788.00","1,788.00",NA,11.42
"350",2022-10-09,1838,"1,944.00","1,944.00","1,944.00",NA,-6.27
"351",2022-10-16,1819,"1,843.00","1,843.00","1,843.00",NA,-1.03
"352",2022-10-23,1534,"1,797.00","1,797.00","1,797.00",NA,-15.67
"353",2022-10-30,1323,"1,377.00","1,377.00","1,377.00",NA,-13.75
"354",2022-11-06,1355,"1,337.00","1,337.00","1,337.00",NA,2.42
"355",2022-11-13,1189,"1,325.00","1,325.00","1,325.00",NA,-12.25
"356",2022-11-20,1324,"1,177.00","1,177.00","1,177.00",NA,11.35
"357",2022-11-27,1324,"1,347.00","1,347.00","1,347.00",NA,0
"358",2022-12-04,1386,"1,323.00","1,323.00","1,323.00",NA,4.68
"359",2022-12-11,1560,"1,361.00","1,361.00","1,361.00",NA,12.55
"360",2022-12-18,1515,"1,548.00","1,548.00","1,548.00",NA,-2.88
"361",2023-01-01,1130,"1,250.00","1,250.00","1,250.00",NA,-25.41
"362",2023-01-08,946,"1,139.00","1,139.00","1,139.00",NA,-16.28
"363",2023-01-15,763,"946.00","946.00","946.00",NA,-19.34
"364",2023-01-22,676,"740.00","740.00","740.00",NA,-11.4
"365",2023-01-29,621,"680.00","680.00","680.00",NA,-8.14
"366",2023-02-05,602,"608.00","608.00","608.00",NA,-3.06
"367",2023-02-12,538,"616.00","616.00","616.00",NA,-10.63
"368",2023-02-19,883,"552.00","552.00","552.00",NA,64.13
"369",2023-02-26,1211,"990.00","990.00","990.00",NA,37.15
"370",2023-03-05,1424,"1,327.00","1,327.00","1,327.00",NA,17.59
